family	ER_prob_present_at_crown	ARD_prob_present_at_crown	ARD_informative	ER_class	ARD_class	classes_agree	both_confident	opposite_confident_calls	in_clade_wide_lost_set
ftsZ	0.999995149981665	0.5	False	present	unresolved	False	False	False	False
fumC	0.999999958772743	0.5	False	present	unresolved	False	False	False	False
furB	0.999998657432461	0.5	False	present	unresolved	False	False	False	False
fusA	0.500000714421603	0.5	False	unresolved	unresolved	True	False	False	False
fxsA	0.0467524557370254	0.0014544590268338	True	absent	absent	True	True	False	False
gabD1	0.999762830256424	1	True	present	present	True	True	False	False
gabT	0.999998650791178	0.500657310715654	True	present	unresolved	False	False	False	False
gadB	0.999998787150575	0.5	False	present	unresolved	False	False	False	False
galE1	0.999965731783512	0.901856443410059	True	present	unresolved	False	False	False	False
galE2	0.999998755539419	0.5	False	present	unresolved	False	False	False	False
galU	0.999978376583306	0.497187537959639	True	present	unresolved	False	False	False	False
gap	0.999983973299805	0.5	False	present	unresolved	False	False	False	False
garA	0.99999963270906	0.500000004652773	False	present	unresolved	False	False	False	False
gatA	0.999999958801387	0.5	False	present	unresolved	False	False	False	False
gatB	0.999998698531321	0.5	False	present	unresolved	False	False	False	False
gatC	0.999844129056526	0.5	False	present	unresolved	False	False	False	False
gcs2	0.999967671576872	0.500677978191036	True	present	unresolved	False	False	False	False
gcvH	0.999999958630535	0.500000000001715	False	present	unresolved	False	False	False	False
gcvP	0.999999372230571	0.5	False	present	unresolved	False	False	False	False
gcvT	0.999993841054842	0.5	False	present	unresolved	False	False	False	False
gdh	0.999998755878613	0.579280938163832	True	present	unresolved	False	False	False	False
glbO	0.99999691387276	0.5	False	present	unresolved	False	False	False	False
glcB	1	1	True	present	present	True	True	False	False
glf	0.99995735632453	0.5	False	present	unresolved	False	False	False	False
glfT	0.999999632709057	0.5	False	present	unresolved	False	False	False	False
glfT1	0.5	0.5	False	unresolved	unresolved	True	False	False	False
glgA	0.99999960626665	0.500000000002906	False	present	unresolved	False	False	False	False
glgB	0.99997845805322	0.5	False	present	unresolved	False	False	False	False
glgC	0.999999647508949	0.5	False	present	unresolved	False	False	False	False
glgE	0.999926287769309	0.5	False	present	unresolved	False	False	False	False
glgP	0.999999638579495	0.487207804013354	True	present	unresolved	False	False	False	False
glgX_1	0.999999974876393	0.5	False	present	unresolved	False	False	False	False
glmM	0.999996879595988	0.5	False	present	unresolved	False	False	False	False
glmS	0.999999632709059	0.5	False	present	unresolved	False	False	False	False
glmU	0.999998741425195	0.5	False	present	unresolved	False	False	False	False
glnA	0.999999632709058	0.5	False	present	unresolved	False	False	False	False
glnA2	0.99997661980657	0.5	False	present	unresolved	False	False	False	False
glnA4	0.999927805147158	0.5	False	present	unresolved	False	False	False	False
glnB	0.999996934856662	0.5	False	present	unresolved	False	False	False	False
glnD	0.999996949411153	0.5	False	present	unresolved	False	False	False	False
glnE	0.999999515156519	0.5	False	present	unresolved	False	False	False	False
glnH	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
glnQ	0.999930537013343	0.500050506369059	False	present	unresolved	False	False	False	False
glnR	0.999996980531925	0.5	False	present	unresolved	False	False	False	False
gloA	0.999999619680343	0.999989377985507	True	present	present	True	True	False	False
gloB	0.5	0.5	False	unresolved	unresolved	True	False	False	False
glpD	0.999996828790272	0.5	False	present	unresolved	False	False	False	False
glpD1	0.99991233553018	0.500000000000005	False	present	unresolved	False	False	False	False
glpK	0.999999957404288	0.500130143222126	False	present	unresolved	False	False	False	False
glpQ	0.999999957284468	0.999998700869583	True	present	present	True	True	False	False
glpX	0.999999958723934	0.5	False	present	unresolved	False	False	False	False
gltA	0.999966409033011	0.5	False	present	unresolved	False	False	False	False
gltB	0.99999995781171	0.999992222165752	True	present	present	True	True	False	False
gltD	0.999993780186615	0.5	False	present	unresolved	False	False	False	False
gltX	0.99999865079119	0.5	False	present	unresolved	False	False	False	False
glxK	0.999965082417708	0.5	False	present	unresolved	False	False	False	False
glxR	0.999999656029392	0.5	False	present	unresolved	False	False	False	False
glyA	0.999996905417584	0.5	False	present	unresolved	False	False	False	False
glyQS	0.999998755081925	0.5	False	present	unresolved	False	False	False	False
gmk	0.999974821619249	0.5	False	present	unresolved	False	False	False	False
gnd	0.999999956904632	0.511116018809006	True	present	unresolved	False	False	False	False
gpgS	0.999999460359567	0.500668892512047	True	present	unresolved	False	False	False	False
gpm2	0.999998758036109	0.999999952798713	True	present	present	True	True	False	False
gpmA	0.999999654485804	0.5	False	present	unresolved	False	False	False	False
gpmB	1	1	True	present	present	True	True	False	False
gpsA	1	1	True	present	present	True	True	False	False
greA	0.999996907056579	0.500768974463814	True	present	unresolved	False	False	False	False
groL	1	1	True	present	present	True	True	False	False
groS	0.99987695677596	0.5	False	present	unresolved	False	False	False	False
grpE	0.999996908883777	0.5	False	present	unresolved	False	False	False	False
guaA	0.999998781779345	0.5	False	present	unresolved	False	False	False	False
guaB	0.999996879531077	0.5	False	present	unresolved	False	False	False	False
guaB1	0.999998782748818	0.5	False	present	unresolved	False	False	False	False
guaB3	0.99999363259931	0.5	False	present	unresolved	False	False	False	False
gyrA	0.999996934853916	0.5	False	present	unresolved	False	False	False	False
gyrB	0.999999619554248	0.5	False	present	unresolved	False	False	False	False
hadA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
hadB	0.999999642001169	0.5	False	present	unresolved	False	False	False	False
hbhA	0.999988489342276	0.5	False	present	unresolved	False	False	False	False
hdhA	0.999871202007116	0.5	False	present	unresolved	False	False	False	False
helY	0.999999958551276	0.500000015113323	False	present	unresolved	False	False	False	False
hemA	0.999999957800735	0.502052015335492	True	present	unresolved	False	False	False	False
hemB	0.999999957964594	0.999999998434779	True	present	present	True	True	False	False
hemC	0.999998780244954	0.5	False	present	unresolved	False	False	False	False
hemD	1	1	True	present	present	True	True	False	False
hemE	0.999993005195709	0.5	False	present	unresolved	False	False	False	False
hemG	0.999992734756593	0.5	False	present	unresolved	False	False	False	False
hemH	0.999988279129631	0.5	False	present	unresolved	False	False	False	False
hemL	0.999999653373954	0.5	False	present	unresolved	False	False	False	False
hemN	0.999992823830691	0.5	False	present	unresolved	False	False	False	False
hepT	0.999999958551276	0.500000015113323	False	present	unresolved	False	False	False	False
hflK	0.999952489183027	0.499998698874465	False	present	unresolved	False	False	False	False
hflX	0.999988170371802	0.5	False	present	unresolved	False	False	False	False
hisA	0.999980799253701	0.5	False	present	unresolved	False	False	False	False
hisB	0.999993636041152	0.5	False	present	unresolved	False	False	False	False
hisC	0.99999875185794	0.999999914555987	True	present	present	True	True	False	False
hisD	0.999993603068941	0.5	False	present	unresolved	False	False	False	False
hisE	0.999990976702827	0.5	False	present	unresolved	False	False	False	False
hisF	0.999971245935215	0.5	False	present	unresolved	False	False	False	False
hisG	0.999975692534176	0.5	False	present	unresolved	False	False	False	False
hisH	0.999980798943167	0.5	False	present	unresolved	False	False	False	False
hisI	0.999952830221529	0.5	False	present	unresolved	False	False	False	False
hisN	0.999957679303617	0.5	False	present	unresolved	False	False	False	False
hisS	0.999993605805114	0.5	False	present	unresolved	False	False	False	False
hit	0.510293755419516	0.5	False	unresolved	unresolved	True	False	False	False
hlyI	0.999939081100038	0.5	False	present	unresolved	False	False	False	False
hmp	0.949066669174562	0.105386830260961	True	unresolved	unresolved	True	False	False	False
holA	0.999998401816739	0.5	False	present	unresolved	False	False	False	False
holB	0.99998316801137	0.5	False	present	unresolved	False	False	False	False
hom	0.999982047093695	0.5	False	present	unresolved	False	False	False	False
hpf	0.999951502297198	0.5	False	present	unresolved	False	False	False	False
hpt	0.999944571332848	0.5	False	present	unresolved	False	False	False	False
hrcA	0.999993005287415	0.5	False	present	unresolved	False	False	False	False
hsaA	0.999988868375258	0.5	False	present	unresolved	False	False	False	False
hsaB	0.999974587129048	0.5	False	present	unresolved	False	False	False	False
hsaC	0.999981299148225	0.5	False	present	unresolved	False	False	False	False
hsd4A	0.999993877167891	1	True	present	present	True	True	False	False
hsd4B	0.5	0.5	False	unresolved	unresolved	True	False	False	False
hspR	0.999988282303403	0.500000000003594	False	present	unresolved	False	False	False	False
htpX	0.999973173339484	0.5	False	present	unresolved	False	False	False	False
htrA	0.99999995738398	0.99999999919545	True	present	present	True	True	False	False
htrB	0.999996344635974	0.500000000031551	False	present	unresolved	False	False	False	False
hup	0.990813636189246	0.5	False	present	unresolved	False	False	False	False
icaR	0.996280621167083	0.285180932732306	True	present	unresolved	False	False	False	False
icd	0.999998767002404	0.5	False	present	unresolved	False	False	False	False
ideR	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ileS	0.999980790636221	0.5	False	present	unresolved	False	False	False	False
ilvA	0.999985301193254	0.5	False	present	unresolved	False	False	False	False
ilvB	0.999998634465391	0.5	False	present	unresolved	False	False	False	False
ilvC	0.999999648517775	0.99999237719471	True	present	present	True	True	False	False
ilvD	0.99999145900323	0.5	False	present	unresolved	False	False	False	False
ilvE	0.999984961962766	0.5	False	present	unresolved	False	False	False	False
ilvN	0.999993005287593	0.5	False	present	unresolved	False	False	False	False
ilvX	0.999189535899505	0.500000000088043	False	present	unresolved	False	False	False	False
infA	0.999988590935104	0.5	False	present	unresolved	False	False	False	False
infB	0.999999956748892	0.999999620247089	True	present	present	True	True	False	False
infC	0.999969036824184	0.5	False	present	unresolved	False	False	False	False
inhA	0.999993549729512	0.5	False	present	unresolved	False	False	False	False
ino1	0.99999877147561	0.5	False	present	unresolved	False	False	False	False
iscA	0.999968664154273	0.5	False	present	unresolved	False	False	False	False
iscS	0.999999646622012	0.5	False	present	unresolved	False	False	False	False
iscU	0.999939986024858	0.5	False	present	unresolved	False	False	False	False
ispD	0.999997932692987	0.499999999999999	False	present	unresolved	False	False	False	False
ispE	0.999998745181424	0.5	False	present	unresolved	False	False	False	False
ispF	0.999964362602717	0.5	False	present	unresolved	False	False	False	False
ispG	0.999998697988393	0.5	False	present	unresolved	False	False	False	False
ispH	0.999996934855051	0.5	False	present	unresolved	False	False	False	False
iunH	0.795057808245551	0.45931358763493	True	unresolved	unresolved	True	False	False	False
jag	0.999987972817356	0.5	False	present	unresolved	False	False	False	False
kch	0.999829954759055	0.5	False	present	unresolved	False	False	False	False
kdpD	0.0689070245367247	0.0756475544618422	True	unresolved	unresolved	True	False	False	True
kgd	0.999999906262956	0.5	False	present	unresolved	False	False	False	False
kipI	0.999966179379845	0.5	False	present	unresolved	False	False	False	False
korA	0.999986687935456	1	True	present	present	True	True	False	False
korB	0.999964553647185	0.453757767911851	True	present	unresolved	False	False	False	False
ksgA	0.999996693367411	0.5	False	present	unresolved	False	False	False	False
kstD	0.999918136395647	0.5	False	present	unresolved	False	False	False	False
kstR	0.99997731168904	0.5	False	present	unresolved	False	False	False	False
kstR2	0.999854723653072	0.5	False	present	unresolved	False	False	False	False
ku	0.999900442014448	0.5	False	present	unresolved	False	False	False	False
lepA	0.999998650791144	0.5	False	present	unresolved	False	False	False	False
lepB	0.999993162613732	0.5	False	present	unresolved	False	False	False	False
leuA	0.999999729785483	0.5	False	present	unresolved	False	False	False	False
leuB	0.5	0.5	False	unresolved	unresolved	True	False	False	False
leuC	0.999998732739142	0.999998331040961	True	present	present	True	True	False	False
leuD	0.999970956855615	0.5	False	present	unresolved	False	False	False	False
leuS	0.99999995727274	0.999999998436376	True	present	present	True	True	False	False
lexA	0.999997905571454	0.5	False	present	unresolved	False	False	False	False
lgt	0.999860255208595	0.5	False	present	unresolved	False	False	False	False
lhr	0.999996861481431	0.500025222708739	False	present	unresolved	False	False	False	False
ligA	0.999998761143467	0.5	False	present	unresolved	False	False	False	False
ligC	0.994723797320088	0.500000602097804	False	present	unresolved	False	False	False	False
ligD	0.999997009111743	1	True	present	present	True	True	False	False
limB	0.0579690249036521	1	True	unresolved	present	False	False	False	True
limB_5	0.0388449316783361	0.0785877167801543	True	absent	unresolved	False	False	False	True
lin	0.0379440695650102	0.0143911692272347	True	absent	absent	True	True	False	True
lipA	0.999999641840609	0.5	False	present	unresolved	False	False	False	False
lipB	0.999998786341288	0.5	False	present	unresolved	False	False	False	False
lipE	0.999998698531542	0.5	False	present	unresolved	False	False	False	False
lipG	0.5	0.5	False	unresolved	unresolved	True	False	False	False
lipI	0.999952514151477	0.500000181482279	False	present	unresolved	False	False	False	False
lipL	0.999964475205332	0.498652378752093	True	present	unresolved	False	False	False	False
lipN	0.999917232268827	0.971752236949772	True	present	present	True	True	False	False
lipT	0.99999995781171	0.999992222165752	True	present	present	True	True	False	False
lipU	0.999999958572871	0.5	False	present	unresolved	False	False	False	False
lipV	0.99999349333664	0.5	False	present	unresolved	False	False	False	False
lipW	0.994798228608049	0.999999716622545	True	present	present	True	True	False	False
lldD1_1	0.99989020547765	0.5	False	present	unresolved	False	False	False	False
lnt	0.999999619680342	0.5	False	present	unresolved	False	False	False	False
lon	0.50000747494423	0.5	False	unresolved	unresolved	True	False	False	False
lpd	0.999985268812148	0.5	False	present	unresolved	False	False	False	False
lpdA	0.999987249789715	0.418619410838519	True	present	unresolved	False	False	False	False
lppI	0.999970205723744	0.948653889877985	True	present	unresolved	False	False	False	False
lppK	0.999587562357771	0.498420284209741	True	present	unresolved	False	False	False	False
lppL	0.999996929147262	0.5	False	present	unresolved	False	False	False	False
lppM	0.999999642001168	0.5	False	present	unresolved	False	False	False	False
lppS	0.999996469939642	0.5	False	present	unresolved	False	False	False	False
lppW	0.999993498900794	0.500000000618185	False	present	unresolved	False	False	False	False
lppZ	0.999996644346347	0.5	False	present	unresolved	False	False	False	False
lpqB	0.99999996414219	0.5	False	present	unresolved	False	False	False	False
lpqE	0.999998748462069	0.5	False	present	unresolved	False	False	False	False
lpqF	0.999974269181144	0.5	False	present	unresolved	False	False	False	False
lpqG	0.999978945192616	0.5	False	present	unresolved	False	False	False	False
lpqH	0.5	0.5	False	unresolved	unresolved	True	False	False	False
lpqI	0.99999352712901	0.5	False	present	unresolved	False	False	False	False
lpqJ	0.5	0.5	False	unresolved	unresolved	True	False	False	False
lpqL	0.999952853528309	0.5	False	present	unresolved	False	False	False	False
lpqM	0.999993593615619	1	True	present	present	True	True	False	False
lpqR	0.999931915080407	0.5	False	present	unresolved	False	False	False	False
lpqT	0.999995079405997	0.999986232377755	True	present	present	True	True	False	False
lpqU	0.999996780892946	0.5	False	present	unresolved	False	False	False	False
lpqW	0.999998697988391	0.5	False	present	unresolved	False	False	False	False
lpqY	0.999998632654034	0.5	False	present	unresolved	False	False	False	False
lpqZ	0.999990308837361	0.505459683104681	True	present	unresolved	False	False	False	False
lprB	0.999998851580462	0.5	False	present	unresolved	False	False	False	False
lprC	0.999999686063754	0.5	False	present	unresolved	False	False	False	False
lprD	0.9983016646352	0.499999999999995	False	present	unresolved	False	False	False	False
lprE	0.999887585018932	0.5	False	present	unresolved	False	False	False	False
lprG	0.999996882486076	0.500000000120629	False	present	unresolved	False	False	False	False
lprN	0.0003575976904179	0.816020882186668	True	absent	unresolved	False	False	False	True
lprO	0.999891306619463	0.883344873645099	True	present	unresolved	False	False	False	False
lprQ	0.0393156658118663	0.0139563988121805	True	absent	absent	True	True	False	True
lspA	0.999987848944853	0.5	False	present	unresolved	False	False	False	False
lsr2	0.999928023836129	0.5	False	present	unresolved	False	False	False	False
ltbR	0.996995203132187	0.287917873567837	True	present	unresolved	False	False	False	False
ltp2	0.999934409804944	0.5	False	present	unresolved	False	False	False	False
ltp3	0.999744683538116	0.5	False	present	unresolved	False	False	False	False
ltp4	0.999700190324509	0.5	False	present	unresolved	False	False	False	False
lysA	0.99997761277289	0.5	False	present	unresolved	False	False	False	False
lysS	0.999996440791599	0.5	False	present	unresolved	False	False	False	False
lysX	0.999987955532147	0.5	False	present	unresolved	False	False	False	False
lytR2	0.999999434731968	0.5	False	present	unresolved	False	False	False	False
maeB	0.999715657697722	0.500294753203316	False	present	unresolved	False	False	False	False
maf	0.999970458174216	0.500060167039026	False	present	unresolved	False	False	False	False
mak	0.993996430675987	0.936319861308266	True	present	unresolved	False	False	False	False
malQ	0.999988282303499	0.500519212636715	True	present	unresolved	False	False	False	False
manA	0.999990359737543	0.5	False	present	unresolved	False	False	False	False
manB	0.999999654008638	0.5	False	present	unresolved	False	False	False	False
manC	0.999999958738703	0.5	False	present	unresolved	False	False	False	False
map	0.999980735085627	0.5	False	present	unresolved	False	False	False	False
mapA	0.999926565615583	0.5	False	present	unresolved	False	False	False	False
mazG	0.999993576107288	0.5	False	present	unresolved	False	False	False	False
mca	0.999998764174258	0.500087690591642	False	present	unresolved	False	False	False	False
mce	0.99995082237747	0.5	False	present	unresolved	False	False	False	False
mce1A	0.440128447389468	0.0745959250858178	True	unresolved	unresolved	True	False	False	False
mce1B	0.999996846464857	0.5	False	present	unresolved	False	False	False	False
mce1C	0.0558736018507891	0.0329992797612365	True	unresolved	absent	False	False	False	False
mce1F	0.999769203079368	0.5	False	present	unresolved	False	False	False	False
mce2D	0.999915871327569	0.5	False	present	unresolved	False	False	False	False
mce4A	0.0007607078201298	0.841388675415422	True	absent	unresolved	False	False	False	True
mce4B	0.0007625346664061	0.0026400464126736	True	absent	absent	True	True	False	True
mce4C	0.0010498182042058	0.0039790499762503	True	absent	absent	True	True	False	True
mce4D	0.0005271279609366	0.0016649840719693	True	absent	absent	True	True	False	True
mce4F	0.0003722560196441	1	True	absent	present	False	True	True	True
mctB	0.999954921116165	0.499385127384269	True	present	unresolved	False	False	False	False
menA	0.999911816359336	0.5	False	present	unresolved	False	False	False	False
menB	0.999988849590462	0.499999999999987	False	present	unresolved	False	False	False	False
menC	1	1	True	present	present	True	True	False	False
menD	0.999999958724969	0.5	False	present	unresolved	False	False	False	False
menE	0.999993831488597	0.5	False	present	unresolved	False	False	False	False
menG	0.99999876152973	0.5	False	present	unresolved	False	False	False	False
menJ	0.999999958551276	0.500000015113323	False	present	unresolved	False	False	False	False
mepA	0.999996907713347	0.5	False	present	unresolved	False	False	False	False
mer	0.500541474810634	0.5	False	unresolved	unresolved	True	False	False	False
merR1	0.99999963270906	0.500000004652773	False	present	unresolved	False	False	False	False
merR2	0.999996693375667	0.5	False	present	unresolved	False	False	False	False
metB	0.999998731509712	0.500000014271936	False	present	unresolved	False	False	False	False
metG	0.999998054375031	0.5	False	present	unresolved	False	False	False	False
metH	0.999996934856634	0.5	False	present	unresolved	False	False	False	False
metK	0.999998727626111	0.5	False	present	unresolved	False	False	False	False
metXA	0.99999693485665	0.5	False	present	unresolved	False	False	False	False
metY	0.999999642001171	0.5	False	present	unresolved	False	False	False	False
mfd	0.999999632709057	0.5	False	present	unresolved	False	False	False	False
mftE	0.500075825171778	0.5	False	unresolved	unresolved	True	False	False	False
mftR	0.999848276126629	0.5	False	present	unresolved	False	False	False	False
mgtA	0.998693154708644	0.500000000014809	False	present	unresolved	False	False	False	False
mgtE	0.999979396749172	0.5	False	present	unresolved	False	False	False	False
mhpD	0.999942169126279	0.5	False	present	unresolved	False	False	False	False
mhpF	0.999785167406924	0.5	False	present	unresolved	False	False	False	False
mhuD	0.999961409995831	0.5	False	present	unresolved	False	False	False	False
miaA	0.999981653210966	0.5	False	present	unresolved	False	False	False	False
miaB	0.999999611983784	0.5	False	present	unresolved	False	False	False	False
mihF	0.999975696578397	0.5	False	present	unresolved	False	False	False	False
mkl	0.999887661819462	0.5	False	present	unresolved	False	False	False	False
mltG	0.999998744793037	0.5	False	present	unresolved	False	False	False	False
mmpL11	0.999998777729637	0.5	False	present	unresolved	False	False	False	False
mmpL3	0.999999973272956	0.5	False	present	unresolved	False	False	False	False
mmpS3	0.999938789371594	0.5	False	present	unresolved	False	False	False	False
mmsA	0.999999632709061	0.5	False	present	unresolved	False	False	False	False
mmsB	0.999988282303358	0.5	False	present	unresolved	False	False	False	False
mnmA	0.99999963270906	0.5	False	present	unresolved	False	False	False	False
moaA	0.999953590021156	0.500000000172405	False	present	unresolved	False	False	False	False
moaB	0.999980396112431	0.5	False	present	unresolved	False	False	False	False
moaC	0.999969213478846	0.974167939278738	True	present	present	True	True	False	False
moaD2	0.999709396681965	0.50000000857643	False	present	unresolved	False	False	False	False
moaE	0.999969814621709	0.864294034765264	True	present	unresolved	False	False	False	False
mobA	0.999936310398005	0.5	False	present	unresolved	False	False	False	False
moeA	0.99999965261479	1	True	present	present	True	True	False	False
moeB	0.999993482070188	0.500305939632763	False	present	unresolved	False	False	False	False
mog	0.999953909041815	0.980833081583054	True	present	present	True	True	False	False
moxR1	0.999996682922862	0.297524501862024	True	present	unresolved	False	False	False	False
mpg	0.5	0.5	False	unresolved	unresolved	True	False	False	False
mprA	0.999993245630305	0.5	False	present	unresolved	False	False	False	False
mprB	0.999999611979229	0.500002040256822	False	present	unresolved	False	False	False	False
mptA	0.999998768450352	0.5	False	present	unresolved	False	False	False	False
mqo	0.996829346734578	0.999999999956303	True	present	present	True	True	False	False
mraY	0.999996949411192	0.5	False	present	unresolved	False	False	False	False
mraZ	0.999959774790919	0.5	False	present	unresolved	False	False	False	False
mrp	0.999986273363599	0.5	False	present	unresolved	False	False	False	False
mscL	0.500002850205958	0.5	False	unresolved	unresolved	True	False	False	False
mscS	0.999998844744113	0.5	False	present	unresolved	False	False	False	False
mshA	0.99999678818485	0.499999960506254	False	present	unresolved	False	False	False	False
mshB	0.999992433619035	0.500000000004385	False	present	unresolved	False	False	False	False
mshC	0.999998778580812	0.5	False	present	unresolved	False	False	False	False
mshD	0.999996934856011	0.5	False	present	unresolved	False	False	False	False
msrA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
msrB	0.999997059153236	0.5	False	present	unresolved	False	False	False	False
mtc28	0.999998789278361	0.5	False	present	unresolved	False	False	False	False
mtnP	0.773983751852567	0.0754407029663591	True	unresolved	unresolved	True	False	False	False
mtr	0.0550316052676466	0.011147126101874	True	unresolved	absent	False	False	False	False
mtrA	0.99999996414219	0.5	False	present	unresolved	False	False	False	False
mtrB	0.99999996414219	0.5	False	present	unresolved	False	False	False	False
murA	0.5	0.5	False	unresolved	unresolved	True	False	False	False
murB	0.999993818260833	0.5	False	present	unresolved	False	False	False	False
murC	0.999993472834957	0.5	False	present	unresolved	False	False	False	False
murD	0.999998788662161	0.5	False	present	unresolved	False	False	False	False
murE	0.999998758518897	0.5	False	present	unresolved	False	False	False	False
murF	0.999999619680343	0.5	False	present	unresolved	False	False	False	False
murG	0.999999958755199	0.5	False	present	unresolved	False	False	False	False
murI	0.999955642075956	0.500000000021524	False	present	unresolved	False	False	False	False
mutA	0.999996844606895	0.5	False	present	unresolved	False	False	False	False
mutB	0.999996787925515	0.332383535127633	True	present	unresolved	False	False	False	False
mutM1	0.999899406950766	0.511907004817998	True	present	unresolved	False	False	False	False
mutT	0.999987480842392	0.5	False	present	unresolved	False	False	False	False
mutT2	0.999996780723207	0.5	False	present	unresolved	False	False	False	False
mutT3	0.999993580957365	0.500000000000001	False	present	unresolved	False	False	False	False
mutT4	0.999996934856557	0.5	False	present	unresolved	False	False	False	False
mutY	0.999990563802246	0.5	False	present	unresolved	False	False	False	False
mvaB	0.99998165857719	0.5	False	present	unresolved	False	False	False	False
mviN	1	1	True	present	present	True	True	False	False
mycP	0.99993479482798	0.50000969853858	False	present	unresolved	False	False	False	False
mycP4	0.0443879690349956	0.965488410278473	True	absent	present	False	True	True	True
nadA	0.999994731225046	0.5	False	present	unresolved	False	False	False	False
nadB	0.999998723105066	0.500020830860637	False	present	unresolved	False	False	False	False
nadC	0.999991511420901	0.5	False	present	unresolved	False	False	False	False
nadD	0.999999958635634	0.5	False	present	unresolved	False	False	False	False
nadE	0.9999999587442	0.5	False	present	unresolved	False	False	False	False
nadK	0.999998741010623	0.5	False	present	unresolved	False	False	False	False
ndh	1	1	True	present	present	True	True	False	False
ndh1	0.999905702138766	0.999999999999997	True	present	present	True	True	False	False
ndk	0.999993489361647	0.500000028562569	False	present	unresolved	False	False	False	False
nei	0.999363836939755	0.5	False	present	unresolved	False	False	False	False
nei1	0.999999956848847	1	True	present	present	True	True	False	False
nnrD	0.99999963270906	0.5	False	present	unresolved	False	False	False	False
nrdE	0.999976976010641	0.5	False	present	unresolved	False	False	False	False
nrdF	0.500058293711686	0.5	False	unresolved	unresolved	True	False	False	False
nrdH	0.999847674945936	0.5	False	present	unresolved	False	False	False	False
nrdI	0.503559313610326	0.5	False	unresolved	unresolved	True	False	False	False
nrdR	0.5	0.5	False	unresolved	unresolved	True	False	False	False
nrnA	0.956382677465758	0.0662529780504501	True	present	unresolved	False	False	False	False
nt5e	0.999914099870893	0.5	False	present	unresolved	False	False	False	False
nth	0.999997885340091	0.5	False	present	unresolved	False	False	False	False
nucS	0.999929953046442	0.5	False	present	unresolved	False	False	False	False
nudC	0.999955420110257	0.5	False	present	unresolved	False	False	False	False
nudF	0.999993627438646	0.5	False	present	unresolved	False	False	False	False
nudL	0.999999322655462	0.5	False	present	unresolved	False	False	False	False
nuoA	0.99999693485349	0.5	False	present	unresolved	False	False	False	False
nuoB	0.999993577659479	0.5	False	present	unresolved	False	False	False	False
nuoC	0.999999632709048	0.5	False	present	unresolved	False	False	False	False
nuoD	0.99999693485646	0.5	False	present	unresolved	False	False	False	False
nuoE	0.999993820841719	0.5	False	present	unresolved	False	False	False	False
nuoF	0.999981793925795	0.5	False	present	unresolved	False	False	False	False
nuoG	0.999998781150407	0.5	False	present	unresolved	False	False	False	False
nuoH	0.999999655649114	0.5	False	present	unresolved	False	False	False	False
nuoJ	0.999996833780102	0.5	False	present	unresolved	False	False	False	False
nuoK	0.999981157101755	0.5	False	present	unresolved	False	False	False	False
nuoL	0.999999935764695	0.470325898870962	True	present	unresolved	False	False	False	False
nuoM	0.999999442640496	0.500000006494232	False	present	unresolved	False	False	False	False
nusA	0.99998874344818	0.5	False	present	unresolved	False	False	False	False
nusB	0.999996910993648	0.5	False	present	unresolved	False	False	False	False
nusG	0.5	0.5	False	unresolved	unresolved	True	False	False	False
obg	0.999999612492679	0.50000000000316	False	present	unresolved	False	False	False	False
octT	0.999999956652733	0.500003069974263	False	present	unresolved	False	False	False	False
odx	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ogt	0.500000097373626	0.5	False	unresolved	unresolved	True	False	False	False
omt	0.999979338914971	0.5358999848524	True	present	unresolved	False	False	False	False
opcA	0.999930537059748	0.499999999999999	False	present	unresolved	False	False	False	False
oppB	0.500203541025834	0.5	False	unresolved	unresolved	True	False	False	False
oppC	0.999955325727678	0.5	False	present	unresolved	False	False	False	False
oppD	0.999998842541885	0.5	False	present	unresolved	False	False	False	False
orn	0.999888115708899	0.5	False	present	unresolved	False	False	False	False
otsA	0.999996971793398	0.5	False	present	unresolved	False	False	False	False
pabB	0.999998672588885	0.50000001157846	False	present	unresolved	False	False	False	False
pabC	0.999971161228407	0.5	False	present	unresolved	False	False	False	False
pafA	0.999999619051385	0.5000000000001	False	present	unresolved	False	False	False	False
pafB	0.999996690919099	0.5	False	present	unresolved	False	False	False	False
pafC	0.999999654040257	0.5	False	present	unresolved	False	False	False	False
panB	0.999996886161447	0.5	False	present	unresolved	False	False	False	False
panC	0.999992790733748	0.5	False	present	unresolved	False	False	False	False
panD	0.0456097226143015	0.0551451730635925	True	absent	unresolved	False	False	False	True
parA	0.999980653081968	0.5	False	present	unresolved	False	False	False	False
parB	0.999987972756567	0.5	False	present	unresolved	False	False	False	False
pat	0.5	0.5	False	unresolved	unresolved	True	False	False	False
pbp1A	0.99999019608619	0.5	False	present	unresolved	False	False	False	False
pbp2B	0.999993636056551	0.5	False	present	unresolved	False	False	False	False
pbpA	0.999992972389714	0.5	False	present	unresolved	False	False	False	False
pcaA	0.999996540590911	1	True	present	present	True	True	False	False
pccB	0.99999995699899	0.761263531147004	True	present	unresolved	False	False	False	False
pckG	0.99999877098659	0.5	False	present	unresolved	False	False	False	False
pcnA	0.999999686063757	0.5	False	present	unresolved	False	False	False	False
